Index,AlbumName,Artist,Explicit,Genre,TrackCount
343,+,Ed Sheeran,explicit,Singer/Songwriter,12
344,÷,Ed Sheeran,notExplicit,Pop,12
345,Perfect Symphony - Single,Ed Sheeran & Andrea Bocelli,notExplicit,Classical Crossover,1
346,5,Ed Sheeran,explicit,Pop,32
347,Perfect Duet (with Beyoncé) - Single,Ed Sheeran,notExplicit,Pop,1
348,The Slumdon Bridge - EP,Ed Sheeran & Yelawolf,explicit,Singer/Songwriter,4
349,iTunes Festival: London 2012 - EP,Ed Sheeran,explicit,Pop,8
350,No.6 Collaborations Project,Ed Sheeran,cleaned,Pop,15
351,iTunes Festival: London 2011 - EP,Ed Sheeran,notExplicit,Pop,5
352,Don't - EP,Ed Sheeran,explicit,Pop,4
353,Loose Change - EP,Ed Sheeran,notExplicit,Singer/Songwriter,8
354,Shape of You (Acoustic) - Single,Ed Sheeran,notExplicit,Pop,1
355,Songs I Wrote With Amy - EP,Ed Sheeran,notExplicit,Singer/Songwriter,5
356,I Don't Care (Chronixx & Koffee Remix) - Single,Ed Sheeran & Justin Bieber,notExplicit,Pop,1
357,Shape of You (Latin Remix) [feat. Zion & Lennox] - Single,Ed Sheeran,notExplicit,Pop,1
358,I Don't Care (Acoustic) - Single,Ed Sheeran,notExplicit,Pop,1
359,I Don't Care (Jonas Blue Remix) - Single,Ed Sheeran & Justin Bieber,notExplicit,Dance,1
360,Perfect (Acoustic) - Single,Ed Sheeran,notExplicit,Pop,1
361,Shape of You (Remixes) - Single,Ed Sheeran,notExplicit,Pop,3
362,No. 5 Collaborations Project - EP,Ed Sheeran,explicit,Pop,8
363,I Don't Care (Loud Luxury Remix) - Single,Ed Sheeran & Justin Bieber,notExplicit,Dance,1
364,Castle on the Hill (Acoustic) - Single,Ed Sheeran,notExplicit,Pop,1
365,Bloodstream (Arty Remix) - Single,Ed Sheeran & Rudimental,notExplicit,Dance,1
366,Don't (Don Diablo Remix) - Single,Ed Sheeran,notExplicit,Pop,1
367,Castle on the Hill (Throttle Remix) - Single,Ed Sheeran,notExplicit,Dance,1
368,You Need Me - EP,Ed Sheeran,explicit,Singer/Songwriter,5
369,Perfect (Robin Schulz Remix) - Single,Ed Sheeran,notExplicit,Pop,1
370,Perfect (Mike Perry Remix) - Single,Ed Sheeran,notExplicit,Pop,1
371,Galway Girl (Martin Jensen Remix) - Single,Ed Sheeran,notExplicit,Pop,1
372,"Take Me Back to London (Sir Spyro Remix) [feat. Stormzy, Jaykae & Aitch] - Single",Ed Sheeran,explicit,Pop,1
373,Castle on the Hill (Live at the BRITs) - Single,Ed Sheeran,notExplicit,Dance,1
374,Supermarket Flowers (Live at the BRITs) - Single,Ed Sheeran,notExplicit,Pop,1
375,Beautiful People (Acoustic) - Single,Ed Sheeran,notExplicit,Pop,1
376,Happier (Acoustic) - Single,Ed Sheeran,notExplicit,Pop,1
377,Live at the Bedford - EP,Ed Sheeran,notExplicit,Singer/Songwriter,6
378,Happier (Tiësto’s AFTR:HRS Remix) - Single,Ed Sheeran,notExplicit,Pop,1
379,"Take Me Back to London (Remix) [feat. Stormzy, Jaykae & Aitch] - Single",Ed Sheeran,explicit,Pop,1
380,Beautiful People (feat. Khalid) [Jack Wins Remix] - Single,Ed Sheeran,notExplicit,Pop,1
381,Beautiful People (feat. Khalid) [NOTD Remix] - Single,Ed Sheeran,notExplicit,Pop,1
382,Shape of You (Yxng Bane Remix) - Single,Ed Sheeran,explicit,Pop,1
383,Happier (Kasbo Remix) - Single,Ed Sheeran,notExplicit,Pop,1
384,Cross Me (feat. Chance the Rapper & PnB Rock) [M-22 Remix] - Single,Ed Sheeran,explicit,Pop,1
385,Castle on the Hill (Seeb Remix) - Single,Ed Sheeran,notExplicit,Pop,1
386,Old School Love (feat. Ed Sheeran) - Single,Lupe Fiasco,explicit,Hip-Hop/Rap,1
387,Happier (Cazzette Remix) - Single,Ed Sheeran,notExplicit,Pop,1
388,Shawn Mendes,Shawn Mendes,notExplicit,Pop,14
389,Illuminate (Deluxe),Shawn Mendes,notExplicit,Pop,16
390,Señorita - Single,Shawn Mendes & Camila Cabello,notExplicit,Pop,1
391,Handwritten (Revisited),Shawn Mendes,notExplicit,Pop,16
392,Handwritten (Deluxe),Shawn Mendes,notExplicit,Pop,17
393,Shawn Mendes (Deluxe),Shawn Mendes,notExplicit,Pop,16
394,If I Can't Have You - Single,Shawn Mendes,notExplicit,Pop,1
395,Illuminate,Shawn Mendes,notExplicit,Pop,13
396,Handwritten,Shawn Mendes,notExplicit,Pop,13
397,In My Blood (Portuguese Version) - Single,Shawn Mendes,notExplicit,Pop,1
398,Lost in Japan (Remix) - Single,Shawn Mendes & Zedd,notExplicit,Pop,1
399,Live at Madison Square Garden,Shawn Mendes,notExplicit,Pop,12
400,MTV Unplugged,Shawn Mendes,notExplicit,Pop,11
401,In My Blood (Acoustic) - Single,Shawn Mendes,notExplicit,Pop,1
402,If I Can't Have You (Gryffin Remix) - Single,Shawn Mendes & Gryffin,notExplicit,Pop,1
403,Under Pressure (feat. teddy<3) - Single,Shawn Mendes,notExplicit,Pop,1
404,The Album (Remixes) - Single,Shawn Mendes,notExplicit,Pop,3
405,Youth (feat. Khalid) [Acoustic] - Single,Shawn Mendes,notExplicit,Pop,1
406,Show You - Single,Shawn Mendes,notExplicit,Pop,1
407,There's Nothing Holdin' Me Back (NOTD Remix) - Single,Shawn Mendes,notExplicit,Pop,1
408,Mercy (Acoustic Guitar) - Single,Shawn Mendes,notExplicit,Pop,1
409,There's Nothing Holdin' Me Back (Acoustic) - Single,Shawn Mendes,notExplicit,Pop,1
410,Shawn Mendes - Single,Hanna Ross,notExplicit,Pop,1
411,One of Those Nights - Single,Shawn Mendes,notExplicit,Pop,1
412,Mercy (Loote Remix) - Single,Shawn Mendes,notExplicit,Pop,1
413,Treat You Better (Ashworth Remix) - Single,Shawn Mendes,notExplicit,Pop,1
414,Stitches (SeeB Remix) - Single,Shawn Mendes,notExplicit,Pop,1
415,MCP Performs Shawn Mendes: Handwritten,Molotov Cocktail Piano,notExplicit,Rock,12
416,Señorita (Originally Performed by Shawn Mendes and Camila Cabello) (Instrumental Karaoke) - Single,MC Karaoke,notExplicit,Pop Latino,1
417,Acoustic Tribute to Shawn Mendes (Instrumental),Guitar Tribute Players,notExplicit,Instrumental,13
418,MCP Performs Shawn Mendes: Illuminate,Molotov Cocktail Piano,notExplicit,Instrumental,14
419,Piano Dreamers Perform Shawn Mendes,Piano Dreamers,notExplicit,Instrumental,11
420,In My Blood Instrumental (Originally by Shawn Mendes) - Single,Studio Genius,notExplicit,Instrumental,1
421,MCP Performs Shawn Mendes: The Album (Instrumental),Molotov Cocktail Piano,notExplicit,Instrumental,14
422,Shawn Mendes - Single,Seth Bishop,explicit,Singer/Songwriter,1
423,MCP Performs Shawn Mendes: Unplugged (Instrumental),Molotov Cocktail Piano,notExplicit,Instrumental,12
424,MCP Performs the Greatest Hits of Shawn Mendes (Instrumental),Molotov Cocktail Piano,notExplicit,Instrumental,12
425,AH Performs Shawn Mendes,Acoustic Heartstrings,notExplicit,Rock,8
426,Treat You Better (Shawn Mendes cover) - Single,Sonic Syndicate,notExplicit,Pop,1
427,In My Blood (Originally Performed by Shawn Mendes) [Karaoke Version] - Single,DJ Cover That,notExplicit,Pop,1
428,Take Care (Deluxe Version),Drake,explicit,Hip-Hop/Rap,21
429,Views,Drake,explicit,Hip-Hop/Rap,21
430,Nothing Was the Same (Deluxe),Drake,explicit,Hip-Hop/Rap,16
431,If You're Reading This It's Too Late,Drake,explicit,Hip-Hop/Rap,17
432,What a Time To Be Alive,Drake & Future,explicit,Hip-Hop/Rap,11
433,Thank Me Later,Drake,explicit,Hip-Hop/Rap,14
434,More Life,Drake,explicit,Hip-Hop/Rap,22
435,Scorpion,Drake,explicit,Hip-Hop/Rap,25
436,Care Package,Drake,explicit,Hip-Hop/Rap,17
437,Take Care (Deluxe Version),Drake,cleaned,Hip-Hop/Rap,21
438,Nothing Was the Same,Drake,cleaned,Hip-Hop/Rap,14
439,Thank Me Later,Drake,cleaned,Hip-Hop/Rap,14
440,Scorpion,Drake,cleaned,Hip-Hop/Rap,25
441,Nothing Was the Same (Deluxe),Drake,cleaned,Hip-Hop/Rap,16
442,Views,Drake,cleaned,Hip-Hop/Rap,21
443,Headlines - Single,Drake,explicit,Hip-Hop/Rap,1
444,If You're Reading This It's Too Late,Drake,cleaned,Hip-Hop/Rap,17
445,Over - Single,Drake,explicit,Hip-Hop/Rap,1
446,Nothing Was the Same,Drake,explicit,Hip-Hop/Rap,14
447,What a Time To Be Alive,Drake & Future,cleaned,Hip-Hop/Rap,11
448,So Far Gone,Drake,explicit,Hip-Hop/Rap,18
449,More Life,Drake,cleaned,Hip-Hop/Rap,22
450,The Best In The World Pack - Single,Drake,explicit,Hip-Hop/Rap,2
451,Best I Ever Had - Single,Drake,cleaned,Hip-Hop/Rap,1
452,Miss Me (feat. Lil Wayne) - Single,Drake,explicit,Hip-Hop/Rap,1
453,Over - Single,Drake,cleaned,Hip-Hop/Rap,1
454,Headlines - Single,Drake,cleaned,Hip-Hop/Rap,1
455,The Drake LP,drake,explicit,Electronic,14
456,The Best In The World Pack - Single,Drake,cleaned,Hip-Hop/Rap,2
457,Girls Need Love (Remix) - Single,Summer Walker & Drake,explicit,R&B/Soul,1
458,Care Package,Drake,cleaned,Hip-Hop/Rap,17
459,The Very Best Of,drake,explicit,Electronic,10
460,Miss Me (feat. Lil Wayne) - Single,Drake & Lil Wayne,cleaned,Hip-Hop/Rap,1
461,So Far Gone,Drake,cleaned,Hip-Hop/Rap,18
462,Forever - Single,"Drake, Kanye West, Lil Wayne & Eminem",explicit,Hip-Hop/Rap,1
463,Dead Perspective,drake,explicit,Electronic,11
464,This One’s for You Too (Deluxe Edition),Luke Combs,notExplicit,Country,18
465,What You See Is What You Get,Luke Combs,notExplicit,Country,18
466,This One's for You,Luke Combs,notExplicit,Country,13
467,The Way She Rides - Single,Luke Combs,notExplicit,Country,3
468,Used to You - Single,Luke Combs,notExplicit,Country,1
469,Can I Get an Outlaw - Single,Luke Combs,notExplicit,Country,2
470,Beautiful Crazy (Acoustic) - Single,Luke Combs,notExplicit,Country,1
471,Let's Just Be Friends (From the Angry Birds Movie 2) - Single,Luke Combs,notExplicit,Country,1
472,Beautiful Crazy (Live) [feat. Leon Bridges] - Single,Luke Combs,notExplicit,Country,1
473,Beyond (feat. Luke Combs) [Live] - Single,Leon Bridges,notExplicit,R&B/Soul,1
474,When It Rains It Pours (DJ Eric Z (CND) Unofficial Remix) [Luke Combs] - Single,DJ Eric Z (CND),notExplicit,Dance,1
475,Beautiful Crazy (feat. Luke Miles) - Single,Jaxson Combs,notExplicit,Country,1
476,Happiness Begins,Jonas Brothers,notExplicit,Pop,14
477,It's About Time,Jonas Brothers,notExplicit,Pop,11
478,A Little Bit Longer,Jonas Brothers,notExplicit,Pop,12
479,"Lines, Vines and Trying Times",Jonas Brothers,notExplicit,Pop,13
480,Pom Poms - Single,Jonas Brothers,notExplicit,Pop,1
481,First Time - Single,Jonas Brothers,notExplicit,Pop,1
482,Jonas Brothers,Jonas Brothers,notExplicit,Pop,14
483,"Greenlight (From ""Songland"") - Single",Jonas Brothers,notExplicit,Pop,1
484,Jonas L.A.,Jonas Brothers,notExplicit,Soundtrack,15
485,Music from Chasing Happiness,Jonas Brothers,notExplicit,Pop,15
486,Jonas Brothers: The 3D Concert Experience (Soundtrack),Jonas Brothers,notExplicit,Pop,14
487,"Send It On (feat. Demi Lovato, Jonas Brothers, Hannah Montana & Selena Gomez) - Single",Disney's Friends for Change,notExplicit,Pop,5
488,Pom Poms - Single,Jonas Brothers,notExplicit,Pop,1
489,First Time - Single,Jonas Brothers,notExplicit,Pop,1
490,Runaway (feat. Jonas Brothers) - Single,"Sebastián Yatra, Daddy Yankee & Natti Natasha",notExplicit,Pop Latino,1
491,Sucker (Originally Performed by Jonas Brothers) [Karaoke Version] - Single,B Lou,notExplicit,Pop,1
492,Sucker (Cover of Jonas Brothers) - Single,Big Rocks,notExplicit,Pop,1
493,Piano Dreamers Renditions of the Jonas Brothers (Instrumental),Piano Dreamers,notExplicit,Instrumental,13
494,MCP Performs Jonas Brothers: Happiness Begins (Instrumental),Molotov Cocktail Piano,notExplicit,Instrumental,14
495,Boy Band Beatdown (I'm Gonna Kick the Jonas Brothers' Ass),Atomic Shop,notExplicit,Rock,1
496,Cool (Cover of Jonas Brothers) - Single,Big Rocks,notExplicit,Pop,1
497,Make All Ends Meet (feat. Jonas Rosengren) - Single,The Burning Brothers,notExplicit,Rock,1
498,So Much Fun,Young Thug,explicit,Hip-Hop/Rap,19
499,Barter 6,Young Thug,explicit,Hip-Hop/Rap,13
500,Slime Season 3,Young Thug,explicit,Hip-Hop,8
501,JEFFERY,Young Thug,explicit,Hip-Hop,10
502,SUPER SLIMEY,Future & Young Thug,explicit,Hip-Hop/Rap,13
503,Stoner - Single,Young Thug,explicit,Hip-Hop/Rap,1
504,I’m Up,Young Thug,explicit,Hip-Hop,9
505,Best Friend - Single,Young Thug,explicit,Hip-Hop,1
506,BEAUTIFUL THUGGER GIRLS,Young Thug,explicit,Hip-Hop,14
507,Slime Language,Young Thug,explicit,Hip-Hop/Rap,15
508,On the Rvn - EP,Young Thug,explicit,Hip-Hop/Rap,6
509,2 Bitches - Single,Young Thug,explicit,Hip-Hop/Rap,1
510,Tru Colors,"Gucci Mane, Young Thug, Peewee Longway & Migos",explicit,Hip-Hop/Rap,33
511,1017 Thug 2,Young Thug,explicit,Hip-Hop/Rap,10
512,Stoner - Single,Young Thug,cleaned,Hip-Hop/Rap,1
513,Hear No Evil - Single,Young Thug,explicit,Hip-Hop/Rap,3
514,So Much Fun,Young Thug,cleaned,Hip-Hop/Rap,19
515,1017 Thug 3 (The Finale),Young Thug,explicit,Hip-Hop/Rap,13
516,Young Rich Homie Thuggin,Young Thug & Rich Homie Quan,explicit,Gangsta Rap,15
517,SUPER SLIMEY,Future & Young Thug,cleaned,Hip-Hop/Rap,13
518,I Know There's Gonna Be (Good Times) [feat. Popcaan] - Single,Young Thug & Jamie xx,explicit,Hip-Hop/Rap,1
519,Young Martha - EP,Young Thug & Carnage,explicit,Hip-Hop/Rap,4
520,Gangster Sh*t - Single,Young Thug,explicit,Hip-Hop/Rap,1
521,Young Thugga Mane La Flare,Gucci Mane & Young Thug,explicit,Hip-Hop/Rap,13
522,Pacifier - Single,Young Thug,explicit,Hip-Hop/Rap,1
523,The Purple Album,Gucci Mane & Young Thug,explicit,Hip-Hop/Rap,12
524,Been Thru a Lot - Single,"TM88, Young Thug & Lil Yachty",explicit,Hip-Hop/Rap,1
525,No Problem - Single,Young Thug,explicit,Hip-Hop/Rap,1
526,Brick Squad,Young Thug,explicit,Hip-Hop/Rap,14
527,2 Bitches - Single,Young Thug,cleaned,Hip-Hop/Rap,1
528,Main Chic - Single,"YC, Young Thug & Cassius Jay",explicit,Dirty South,1
529,Stoner Remixes - Single,Young Thug,explicit,Hip-Hop/Rap,3
530,1017 Thug,Young Thug,explicit,Hip-Hop/Rap,20
531,Let's Get It: Thug Motivation 101,Young Jeezy,explicit,Hip-Hop/Rap,19
532,My Side of the Tracks,Young T.H.U.G.,notExplicit,Hip-Hop/Rap,18
533,Goodbyes (feat. Young Thug) - Single,Post Malone,explicit,Hip-Hop/Rap,1
534,36 - Single,"Stackzz, Young T.H.U.G. & Peewee Longway",explicit,Hip-Hop/Rap,1
535,Old English (feat. A$AP Ferg & Freddie Gibbs) - Single,Young Thug,notExplicit,Hip-Hop/Rap,1
536,Pacifier - Single,Young Thug,cleaned,Hip-Hop/Rap,1
537,Anybody (feat. Nicki Minaj) - Single,Young Thug,cleaned,Hip-Hop/Rap,1
538,Trap Zuse,Zuse & Young Thug,notExplicit,Hip-Hop/Rap,12
539,"Low (feat. Nicki Minaj, Lil Bibby & Young Thug) - Single",Juicy J,explicit,Hip-Hop/Rap,1
540,"thank u, next",Ariana Grande,explicit,Pop,12
541,My Everything (Deluxe),Ariana Grande,notExplicit,Pop,15
542,Dangerous Woman,Ariana Grande,explicit,Pop,15
543,Yours Truly,Ariana Grande,notExplicit,Pop,13
544,Sweetener,Ariana Grande,explicit,Pop,15
545,Don't Call Me Angel (Charlie's Angels) - Single,"Ariana Grande, Miley Cyrus & Lana Del Rey",notExplicit,Soundtrack,1
546,My Everything,Ariana Grande,notExplicit,Pop,12
547,Sweetener,Ariana Grande,cleaned,Pop,15
548,Dangerous Woman,Ariana Grande,cleaned,Pop,15
549,Boyfriend - Single,Ariana Grande & Social House,explicit,Pop,1
550,Christmas & Chill - EP,Ariana Grande,notExplicit,Holiday,6
551,"thank u, next",Ariana Grande,cleaned,Pop,12
552,Christmas Kisses - EP,Ariana Grande,notExplicit,Holiday,4
553,MONOPOLY - Single,Ariana Grande & Victoria Monét,explicit,Pop,1
554,Boyfriend - Single,Ariana Grande & Social House,cleaned,Pop,1
555,7 rings (Remix) [feat. 2 Chainz] - Single,Ariana Grande,explicit,Pop,1
556,MONOPOLY - Single,Ariana Grande & Victoria Monét,cleaned,Pop,1
557,"Brand New You (From ""13"") - Single",Ariana Grande,notExplicit,Pop,2
558,Focus - Single,Ariana Grande,notExplicit,Pop,1
559,Bang Bang - Single,"Jessie J, Ariana Grande & Nicki Minaj",notExplicit,Pop,1
560,Santa Tell Me - Single,Ariana Grande,notExplicit,Holiday,1
561,7 rings (Remix) [feat. 2 Chainz] - Single,Ariana Grande,cleaned,Pop,1
562,Dangerous Woman,Ariana Grande,explicit,Pop,11
563,Bang Bang (Remixes) - Single,"Jessie J, Ariana Grande & Nicki Minaj",notExplicit,Dance,5
564,Jason's Song (Gave It Away) - Single,Ariana Grande,explicit,Pop,1
565,Somewhere Over the Rainbow (Live From Manchester) - Single,Ariana Grande,notExplicit,Pop,1
566,Put Your Hearts Up - Single,Ariana Grande,notExplicit,Pop,1
567,Boys Like You (feat. Meghan Trainor & Ariana Grande) - Single,Who Is Fancy,notExplicit,Pop,1
568,Into You (3LAU Remix) - Single,Ariana Grande,notExplicit,Pop,1
569,Jason's Song (Gave It Away) - Single,Ariana Grande,cleaned,Pop,1
570,Adore (feat. Ariana Grande) - Single,Cashmere Cat,notExplicit,Electronic,1
571,7 - EP,Lil Nas X,explicit,Alternative,8
572,Old Town Road (feat. Billy Ray Cyrus) [Remix] - Single,Lil Nas X,notExplicit,Country,1
573,Old Town Road (Diplo Remix) - Single,"Lil Nas X, Billy Ray Cyrus & Diplo",notExplicit,Dance,1
574,Panini (DaBaby Remix) - Single,Lil Nas X & DaBaby,notExplicit,Hip-Hop/Rap,1
575,Old Town Road (feat. RM of BTS) [Seoul Town Road Remix] - Single,Lil Nas X,notExplicit,Alternative,1
576,"Old Town Road (Remix) [feat. Billy Ray Cyrus, Young Thug & Mason Ramsey] - Single",Lil Nas X,notExplicit,Country,1
577,Lil Nas X - Single,Royal Sadness,notExplicit,Electronic,1
578,Billie Jean$ (feat. Lil Nas X) - Single,Drippetrippe,explicit,Electronic,1
579,Mcp Performs Lil Nas X: 7 Ep,Molotov Cocktail Piano,notExplicit,Instrumental,7
580,Old Town Road (Cover of Lil Nas X) - Single,Cowboy Man,notExplicit,Hip-Hop,1
581,Lil Nas X Gunna X Lil Baby Type Beat - Single,Denzo700,notExplicit,Hip-Hop/Rap,1
582,Old Town Road (Lil Nas X & Billy Ray Cyrus) [Disco Pirates Unofficial Remix] - Single,Disco Pirates,explicit,Pop,1
583,Old Town Road (Lil Nas X) [Danv Unofficial Remix] - Single,Danv,notExplicit,House,1
584,Old Town Road (Lil Nas X) [DJ AudiTory Unofficial Remix] - Single,DJ AudiTory,explicit,Country,1
585,Old Town Road (Lil Nas X & Billy Ray Cyrus) [Extelligence Unofficial Remix] - Single,Extelligence,notExplicit,Bass,1
586,Old Town Road (Lil Nas X & Billy Ray Cyrus) [Junior Santorini Unofficial Remix] - Single,Junior Santorini,explicit,Funk,1
587,Old Town Road (Lil Nas X & Billy Ray Cyrus) [Xkuse Unofficial Remix],XKuse,notExplicit,House,1
588,Old Town Road (Lil Nas X) [Noel Holler Unofficial Remix] - Single,Noel Holler,explicit,Hip-Hop/Rap,1
589,Old Town Road (Billy Ray Cyrus & Lil Nas X) [Eternal Zoom Unofficial Remix] - Single,Eternal Zoom,notExplicit,House,1
590,Lil Nas X - Old Town Road - Single,KEN'ZII BWA,notExplicit,Dance,1
591,"""No More Cap"" Lil' Nas X Type Beat - Single",J8S,notExplicit,Hip-Hop/Rap,1
592,Old Town Road (Vocal Cover of Lil Nas X) - Single,Cowboy Man,notExplicit,Hip-Hop,1
593,Old Town Road (Billy Ray Cyrus & Lil Nas X) [FEIER & EIS Unofficial Remix] - Single,FEIER & EIS,notExplicit,House,1
594,Old Town Road (Billy Ray Cyrus & Lil Nas X) [PARKER-T Unofficial Remix] - Single,Parker-T,notExplicit,Hip-Hop/Rap,1
595,Camila,Camila Cabello,notExplicit,Pop,11
596,Señorita - Single,Shawn Mendes & Camila Cabello,notExplicit,Pop,1
597,Havana (Remix) - Single,Camila Cabello & Daddy Yankee,notExplicit,Latino,1
598,Liar - Single,Camila Cabello,notExplicit,Pop,1
599,Sangria Wine - Single,Pharrell Williams x Camila Cabello,notExplicit,Pop,1
600,Crying in the Club - Single,Camila Cabello,notExplicit,Pop,1
601,Shameless - Single,Camila Cabello,notExplicit,Pop,1
602,Never Be the Same (feat. Kane Brown) - Single,Camila Cabello,notExplicit,Pop,1
603,I Have Questions - Single,Camila Cabello,notExplicit,Pop,1
604,OMG (feat. Quavo) - Single,Camila Cabello,notExplicit,Pop,1
605,Consequences (orchestra) - Single,Camila Cabello,notExplicit,Pop,1
606,Real Friends (feat. Swae Lee) - Single,Camila Cabello,notExplicit,Pop,1
607,Havana (Live) - Single,Camila Cabello,notExplicit,Pop,1
608,Beautiful (feat. Camila Cabello) - Single,Bazzi,notExplicit,Pop,1
609,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo) [Bad Bunny Remix] - Single",Major Lazer,explicit,Electronic,1
610,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo) [Remixes]",Major Lazer,explicit,Electronic,8
611,Señorita (Originally Performed by Shawn Mendes and Camila Cabello) (Instrumental Karaoke) - Single,MC Karaoke,notExplicit,Pop Latino,1
612,Find U Again (feat. Camila Cabello) [MK Remix] - Single,Mark Ronson,notExplicit,Pop,1
613,Smooth Jazz All Stars Perform Camila Cabello,Smooth Jazz All Stars,notExplicit,Jazz,11
614,Havana - Playback - Camila Cabello - Single,Playback Show,notExplicit,Pop,1
615,MCP Performs Camila Cabello: Camila (Instrumental),Molotov Cocktail Piano,notExplicit,Instrumental,10
616,Camila Cabello - Single,Primo,explicit,Hip-Hop/Rap,1
617,Piano Dreamers Renditions of Camila Cabello (Instrumental),Piano Dreamers,notExplicit,Instrumental,13
618,Havana (Camila Cabello & Young Thug) [DJ Avionyx Unofficial Remix] - Single,DJ Avionyx,notExplicit,Pop,1
619,Never Be the Same (Camila Cabello) [Azzendo Unofficial Remix] - Single,Azzendo,notExplicit,Dance,1
620,Havana (E5QUIRE Unofficial Remix) [Camila Cabello] - Single,E5quire,notExplicit,Bass,1
